,FICO,Approve_Date,Amount,Competition_Rate,Rate,Competitiveness,Cost_funds,Partner_2,Partner_3,Outcome
997,744,2004-09-12,10997.3,4.99,4.95,3.08,1.84,0,1,1
998,707,2004-05-25,11000.0,4.95,4.95,15.049999999999999,1.84,0,1,1
999,640,2004-06-07,11000.0,4.95,4.95,3.040000000000001,1.84,0,0,1
1000,766,2004-08-01,11000.0,5.05,4.95,2.1500000000000004,1.84,0,0,1
1001,748,2004-06-01,11085.82,4.95,4.95,2.25,1.84,0,0,1
1002,756,2004-05-24,11097.5,4.95,4.95,7.040000000000001,1.84,0,1,1
1003,770,2004-05-31,11122.65,4.95,4.95,2.4399999999999995,1.84,0,0,1
1004,700,2004-07-15,11248.56,4.95,4.95,2.549999999999999,1.84,0,1,1
1005,786,2004-07-15,11250.0,4.95,4.95,15.049999999999999,1.84,0,1,1
1006,782,2004-06-13,11274.0,4.95,4.95,3.049999999999999,1.84,0,1,0
1007,746,2004-07-07,11300.0,4.95,4.95,3.540000000000001,1.84,0,1,0
1008,755,2004-07-08,11344.29,4.95,4.95,2.049999999999999,1.84,0,0,1
1009,738,2004-07-14,11369.86,4.95,4.95,13.049999999999999,1.84,0,1,1
1010,725,2004-06-28,11445.12,4.95,4.95,2.0,1.84,0,0,1
1011,768,2004-07-19,11449.0,4.95,4.95,2.799999999999999,1.84,0,1,0
1012,760,2004-06-11,11450.0,4.95,4.95,2.040000000000001,1.84,0,1,1
1013,769,2004-06-14,11470.0,4.95,4.95,4.15,1.84,0,1,1
1014,769,2004-06-14,11470.0,4.95,4.95,4.15,1.84,0,1,0
1015,738,2004-06-30,11494.67,4.95,4.95,4.249999999999998,1.84,0,0,1
1016,785,2004-06-28,11500.0,4.95,4.95,8.999999999999998,1.84,0,1,1
1017,829,2004-07-07,11500.0,4.95,4.95,15.049999999999999,1.84,0,1,1
1018,724,2004-07-16,11500.0,4.95,4.95,5.049999999999999,1.84,0,1,1
1019,822,2004-06-01,11503.0,4.95,4.95,5.049999999999999,1.84,0,1,0
1020,745,2004-06-22,11513.57,4.95,4.95,3.049999999999999,1.84,0,1,1
1021,754,2004-06-04,11605.01,4.95,4.95,4.549999999999999,1.84,0,0,1
1022,763,2004-06-30,11648.0,4.95,4.95,1.9000000000000004,1.84,1,0,0
1023,775,2004-06-01,11700.0,4.95,4.95,1.950000000000001,1.84,0,0,1
1024,708,2004-08-19,11715.98,5.05,4.95,2.1500000000000004,1.84,0,1,1
1025,656,2004-07-19,11790.33,4.95,4.95,7.790000000000001,1.84,0,1,1
1026,741,2004-07-14,11800.0,4.95,4.95,1.790000000000001,1.84,0,1,0
1027,679,2004-07-13,11830.64,4.95,4.95,9.040000000000001,1.84,0,1,1
1028,763,2004-06-17,11888.75,4.95,4.95,5.499999999999998,1.84,0,1,1
1029,784,2004-05-18,11961.0,4.95,4.95,2.4399999999999995,1.84,0,0,0
1030,656,2004-06-12,11975.0,4.95,4.95,12.049999999999999,1.84,0,1,0
1031,753,2004-05-21,11988.72,4.95,4.95,3.799999999999999,1.84,0,0,1
1032,731,2004-05-19,12000.0,4.95,4.95,5.999999999999998,1.84,0,0,0
1033,769,2004-06-29,12000.0,4.95,4.95,2.950000000000001,1.84,1,0,0
1034,738,2004-07-03,12000.0,4.95,4.95,13.049999999999999,1.84,0,1,1
1035,748,2004-05-20,12058.06,4.95,4.95,4.540000000000001,1.84,0,1,1
1036,750,2004-06-04,12062.0,4.95,4.95,5.999999999999998,1.84,1,0,1
1037,767,2004-06-04,12100.0,4.95,4.95,4.9,1.84,1,0,0
1038,794,2004-06-29,12116.0,4.95,4.95,1.549999999999999,1.84,1,0,0
1039,764,2004-08-02,12142.0,5.05,4.95,2.7499999999999982,1.84,0,1,0
1040,754,2004-07-20,12171.0,4.95,4.95,3.639999999999999,1.84,0,1,1
1041,753,2004-06-27,12245.0,4.95,4.95,1.790000000000001,1.84,1,0,0
1042,788,2004-06-14,12250.39,4.95,4.95,2.540000000000001,1.84,1,0,1
1043,771,2004-08-30,12262.34,4.99,4.95,1.9900000000000002,1.84,0,1,1
1044,761,2004-05-24,12340.0,4.95,4.95,5.049999999999999,1.84,0,1,1
1045,730,2004-06-01,12350.0,4.95,4.95,3.049999999999999,1.84,1,0,0
1046,811,2004-06-11,12373.96,4.95,4.95,2.040000000000001,1.84,0,0,1
1047,742,2004-07-17,12379.0,4.95,4.95,1.799999999999999,1.84,0,0,0
1048,742,2004-07-15,12387.33,4.95,4.95,6.049999999999999,1.84,0,1,1
1049,710,2004-06-27,12400.0,4.95,4.95,4.040000000000001,1.84,0,1,1
1050,746,2004-06-16,12446.0,4.95,4.95,1.5299999999999994,1.84,0,1,0
1051,709,2004-07-14,12458.47,4.95,4.95,6.040000000000001,1.84,0,1,1
1052,766,2004-07-14,12463.75,4.95,4.95,2.049999999999999,1.84,0,1,1
1053,710,2004-05-20,12477.33,4.95,4.95,7.299999999999999,1.84,0,0,1
1054,744,2004-07-07,12493.88,4.95,4.95,8.999999999999998,1.84,0,1,1
1055,752,2004-08-02,12500.0,5.05,4.95,9.049999999999999,1.84,1,0,0
1056,781,2004-06-07,12615.0,4.95,4.95,2.49,1.84,1,0,0
1057,673,2004-08-17,12650.0,5.05,4.95,13.6,1.84,0,1,1
1058,748,2004-08-02,12725.48,5.05,4.95,2.9000000000000004,1.84,1,0,1
1059,746,2004-07-16,12740.2,4.95,4.95,3.299999999999999,1.84,0,1,1
1060,751,2004-07-17,12780.78,4.95,4.95,4.950000000000001,1.84,0,1,1
1061,720,2004-07-18,12847.46,4.95,4.95,7.299999999999999,1.84,0,1,1
1062,656,2004-07-15,12897.65,4.95,4.95,9.049999999999999,1.84,0,1,1
1063,761,2004-06-08,12911.75,4.95,4.95,3.950000000000001,1.84,0,1,1
1064,736,2004-06-02,12918.1,4.95,4.95,4.799999999999999,1.84,0,0,1
1065,732,2004-06-14,12941.0,4.95,4.95,5.040000000000001,1.84,1,0,0
1066,785,2004-08-02,12964.83,5.05,4.95,3.4000000000000004,1.84,0,0,1
1067,783,2004-05-26,13000.0,4.95,4.95,3.6500000000000004,1.84,1,0,0
1068,769,2004-05-28,13000.0,4.95,4.95,1.799999999999999,1.84,0,1,1
1069,801,2004-06-27,13000.0,4.95,4.95,2.049999999999999,1.84,0,0,1
1070,731,2004-08-30,13037.72,4.99,4.95,2.99,1.84,0,1,1
1071,779,2004-08-01,13054.04,5.05,4.95,4.15,1.84,0,0,1
1072,731,2004-07-02,13081.0,4.95,4.95,4.999999999999998,1.84,0,0,1
1073,747,2004-07-16,13089.43,4.95,4.95,5.040000000000001,1.84,0,0,1
1074,789,2004-06-13,13103.0,4.95,4.95,2.25,1.84,1,0,0
1075,793,2004-07-12,13109.0,4.95,4.95,5.040000000000001,1.84,0,1,1
1076,757,2004-06-11,13170.56,4.95,4.95,3.5699999999999985,1.84,1,0,1
1077,772,2004-05-20,13187.0,4.95,4.95,2.049999999999999,1.84,0,0,0
1078,730,2004-05-18,13200.0,4.95,4.95,2.75,1.84,0,0,1
1079,730,2004-05-28,13210.94,4.95,4.95,3.950000000000001,1.84,0,1,1
1080,776,2004-07-11,13269.59,4.95,4.95,2.6500000000000004,1.84,1,0,1
1081,676,2004-08-04,13297.82,5.05,4.95,12.15,1.84,0,1,1
1082,774,2004-05-21,13395.0,4.95,4.95,1.8499999999999996,1.84,1,0,0
1083,773,2004-07-05,13400.0,4.95,4.95,5.520000000000001,1.84,1,0,1
1084,762,2004-07-08,13450.63,4.95,4.95,4.040000000000001,1.84,0,0,1
1085,757,2004-07-14,13486.24,4.95,4.95,3.049999999999999,1.84,1,0,1
1086,762,2004-07-08,13574.5,4.95,4.95,1.7400000000000002,1.84,1,0,1
1087,795,2004-08-10,13575.72,5.05,4.95,2.4000000000000004,1.84,0,0,1
1088,718,2004-07-21,13630.47,4.95,4.95,1.540000000000001,1.84,0,0,1
1089,737,2004-07-23,13695.34,4.95,4.95,5.049999999999999,1.84,0,1,1
1090,741,2004-06-05,13777.0,4.95,4.95,4.950000000000001,1.84,1,0,0
1091,755,2004-06-13,13803.0,4.95,4.95,4.049999999999999,1.84,1,0,0
1092,783,2004-05-24,13894.0,4.95,4.95,2.950000000000001,1.84,0,1,1
1093,687,2004-06-13,13952.0,4.95,4.95,2.75,1.84,0,1,0
1094,757,2004-05-22,14000.0,4.95,4.95,5.040000000000001,1.84,0,0,0
1095,740,2004-05-24,14000.0,4.95,4.95,2.049999999999999,1.84,1,0,0
1096,791,2004-05-25,14000.0,4.95,4.95,5.049999999999999,1.84,0,1,1
1097,786,2004-06-09,14000.0,4.95,4.95,6.549999999999999,1.84,0,0,0
1098,745,2004-07-13,14000.0,4.95,4.95,5.299999999999999,1.84,1,0,0
1099,784,2004-07-22,14000.0,4.95,4.95,15.049999999999999,1.84,0,1,1
1100,730,2004-08-11,14000.0,5.05,4.95,2.24,1.84,0,1,1
1101,751,2004-07-15,14053.0,4.95,4.95,2.0,1.84,1,0,0
1102,768,2004-06-03,14097.0,4.95,4.95,5.049999999999999,1.84,0,1,0
1103,759,2004-06-13,14124.57,4.95,4.95,6.9399999999999995,1.84,0,1,1
1104,662,2004-07-15,14130.91,4.95,4.95,10.85,1.84,0,1,1
1105,761,2004-07-08,14152.0,4.95,4.95,4.290000000000001,1.84,0,0,1
1106,766,2004-07-23,14192.42,4.95,4.95,4.6899999999999995,1.84,0,1,1
1107,711,2004-07-15,14200.0,4.95,4.95,15.049999999999999,1.84,0,1,1
1108,693,2004-08-03,14238.32,5.05,4.95,7.15,1.84,0,1,1
1109,716,2004-07-06,14245.89,4.95,4.95,7.049999999999999,1.84,0,1,1
1110,750,2004-07-13,14246.0,4.95,4.95,7.950000000000001,1.84,0,0,0
1111,752,2004-08-04,14358.0,5.05,4.95,7.15,1.84,0,1,0
1112,726,2004-06-07,14443.15,4.95,4.95,4.139999999999999,1.84,0,1,1
1113,794,2004-06-16,14469.0,4.95,4.95,2.540000000000001,1.84,1,0,0
1114,772,2004-05-21,14499.0,4.95,4.95,1.549999999999999,1.84,0,0,0
1115,741,2004-06-09,14500.0,4.95,4.95,2.99,1.84,0,0,0
1116,724,2004-08-04,14516.68,5.05,4.95,3.049999999999999,1.84,0,1,1
1117,766,2004-06-13,14535.0,4.95,4.95,1.4900000000000002,1.84,1,0,0
1118,757,2004-05-21,14574.0,4.95,4.95,2.049999999999999,1.84,1,0,0
1119,746,2004-06-28,14600.0,4.95,4.95,6.049999999999999,1.84,1,0,0
1120,744,2004-08-02,14600.0,5.05,4.95,5.15,1.84,0,1,0
1121,693,2004-08-16,14618.57,5.05,4.95,10.1,1.84,0,1,1
1122,736,2004-06-04,14688.0,4.95,4.95,1.549999999999999,1.84,1,0,0
1123,742,2004-06-11,14700.0,4.95,4.95,4.950000000000001,1.84,0,0,0
1124,739,2004-06-05,14720.0,4.95,4.95,3.610000000000001,1.84,0,0,1
1125,793,2004-07-14,14791.0,4.95,4.95,7.040000000000001,1.84,1,0,0
1126,743,2004-06-01,14848.0,4.95,4.95,2.040000000000001,1.84,1,0,0
1127,758,2004-07-12,14921.0,4.95,4.95,3.549999999999999,1.84,0,1,1
1128,757,2004-06-08,15000.0,4.95,4.95,2.950000000000001,1.84,0,0,0
1129,741,2004-07-02,15000.0,4.95,4.95,15.049999999999999,1.84,0,1,1
1130,791,2004-06-02,15127.53,4.95,4.95,3.049999999999999,1.84,0,1,1
1131,785,2004-07-14,15168.0,4.95,4.95,6.950000000000001,1.84,0,0,1
1132,752,2004-07-15,15216.71,4.95,4.95,9.040000000000001,1.84,0,1,1
1133,730,2004-06-22,15264.81,4.95,4.95,2.040000000000001,1.84,0,0,1
1134,740,2004-06-30,15272.85,4.95,4.95,5.549999999999999,1.84,1,0,1
1135,726,2004-07-13,15320.92,4.95,4.95,7.950000000000001,1.84,0,1,1
1136,650,2004-07-21,15362.97,4.95,4.95,7.049999999999999,1.84,0,1,1
1137,718,2004-07-20,15363.0,4.95,4.95,7.049999999999999,1.84,0,1,0
1138,734,2004-06-24,15400.0,4.95,4.95,3.74,1.84,1,0,0
1139,755,2004-07-13,15400.0,4.95,4.95,1.9900000000000002,1.84,0,0,1
1140,782,2004-06-27,15402.0,4.95,4.95,4.049999999999999,1.84,1,0,0
1141,778,2004-06-25,15407.44,4.95,4.95,3.040000000000001,1.84,1,0,1
1142,735,2004-07-15,15422.0,4.95,4.95,1.549999999999999,1.84,1,0,0
1143,739,2004-06-21,15458.87,4.95,4.95,5.549999999999999,1.84,0,0,1
1144,745,2004-06-09,15471.0,4.95,4.95,1.799999999999999,1.84,1,0,0
1145,741,2004-05-19,15475.0,4.95,4.95,-0.6500000000000004,1.84,0,1,0
1146,757,2004-07-14,15646.56,4.95,4.95,1.540000000000001,1.84,1,0,1
1147,707,2004-07-09,15662.0,4.95,4.95,4.049999999999999,1.84,0,1,0
1148,762,2004-06-15,15736.0,4.95,4.95,5.049999999999999,1.84,0,0,1
1149,735,2004-07-19,15775.0,4.95,4.95,4.049999999999999,1.84,0,0,1
1150,787,2004-08-02,15808.85,5.05,4.95,2.9399999999999995,1.84,0,1,1
1151,768,2004-06-23,15874.0,4.95,4.95,4.049999999999999,1.84,1,0,0
1152,730,2004-07-20,15919.82,4.95,4.95,3.299999999999999,1.84,0,1,1
1153,704,2004-06-05,16000.0,4.95,4.95,4.950000000000001,1.84,0,1,1
1154,781,2004-06-23,16000.0,4.95,4.95,1.540000000000001,1.84,1,0,0
1155,768,2004-07-08,16000.0,4.95,4.95,3.049999999999999,1.84,1,0,0
1156,741,2004-05-19,16160.74,4.95,4.95,2.799999999999999,1.84,0,0,1
1157,776,2004-06-25,16307.17,4.95,4.95,4.499999999999998,1.84,0,0,1
1158,754,2004-05-24,16378.0,4.95,4.95,2.040000000000001,1.84,1,0,0
1159,733,2004-06-14,16500.0,4.95,4.95,5.049999999999999,1.84,0,1,1
1160,781,2004-06-22,16500.0,4.95,4.95,7.049999999999999,1.84,0,1,0
1161,662,2004-07-14,16593.52,4.95,4.95,9.549999999999999,1.84,0,1,1
1162,775,2004-05-21,16662.0,4.95,4.95,5.049999999999999,1.84,0,1,0
1163,742,2004-07-18,16686.41,4.95,4.95,5.040000000000001,1.84,0,1,1
1164,714,2004-06-25,16700.0,4.95,4.95,1.799999999999999,1.84,0,0,0
1165,721,2004-07-06,16823.0,4.95,4.95,6.049999999999999,1.84,0,1,1
1166,757,2004-05-27,16841.0,4.95,4.95,4.049999999999999,1.84,1,0,0
1167,779,2004-08-03,16861.0,5.05,4.95,3.049999999999999,1.84,1,0,0
1168,793,2004-05-29,17000.0,4.95,4.95,3.299999999999999,1.84,1,0,0
1169,776,2004-07-06,17000.0,4.95,4.95,15.049999999999999,1.84,0,1,0
1170,717,2004-08-02,17000.0,5.05,4.95,3.1500000000000004,1.84,0,1,1
1171,699,2004-06-17,17065.0,4.95,4.95,13.049999999999999,1.84,0,0,1
1172,718,2004-07-21,17128.06,4.95,4.95,1.540000000000001,1.84,0,0,1
1173,731,2004-07-08,17239.0,4.95,4.95,2.540000000000001,1.84,0,1,1
1174,781,2004-07-15,17309.0,4.95,4.95,2.4000000000000004,1.84,0,0,0
1175,646,2004-07-15,17313.34,4.95,4.95,8.950000000000001,1.84,0,1,1
1176,775,2004-05-21,17508.0,4.95,4.95,3.049999999999999,1.84,0,0,0
1177,775,2004-06-05,17622.0,4.95,4.95,3.299999999999999,1.84,1,0,0
1178,714,2004-07-09,17834.52,4.95,4.95,1.799999999999999,1.84,0,1,1
1179,749,2004-07-06,17939.0,4.95,4.95,5.950000000000001,1.84,0,1,0
1180,801,2004-06-15,17996.0,4.95,4.95,3.24,1.84,0,1,0
1181,745,2004-05-06,18040.0,4.65,4.95,4.75,1.84,0,1,1
1182,738,2004-07-01,18169.0,4.95,4.95,3.290000000000001,1.84,1,0,0
1183,764,2004-07-13,18206.0,4.95,4.95,4.549999999999999,1.84,1,0,0
1184,767,2004-06-04,18256.14,4.95,4.95,3.540000000000001,1.84,0,0,1
1185,755,2004-08-08,18264.58,5.05,4.95,2.6500000000000004,1.84,0,1,1
1186,780,2004-05-23,18500.0,4.95,4.95,2.25,1.84,0,0,1
1187,780,2004-08-02,18587.25,5.05,4.95,3.92,1.84,0,1,1
1188,732,2004-08-25,18750.0,5.05,4.95,4.049999999999999,1.84,0,1,1
1189,763,2004-07-09,18784.0,4.95,4.95,1.549999999999999,1.84,1,0,0
1190,750,2004-06-17,18792.0,4.95,4.95,4.65,1.84,0,1,1
1191,735,2004-07-06,18850.0,4.95,4.95,5.24,1.84,1,0,0
1192,736,2004-06-14,18990.16,4.95,4.95,2.290000000000001,1.84,0,0,1
1193,781,2004-06-05,19047.0,4.95,4.95,-0.7000000000000011,1.84,0,1,0
1194,792,2004-07-14,19148.0,4.95,4.95,4.040000000000001,1.84,0,1,0
1195,728,2004-09-06,19185.0,4.99,4.95,4.59,1.84,0,1,0
1196,788,2004-05-31,19450.0,4.95,4.95,5.799999999999999,1.84,0,1,0
1197,774,2004-08-02,19453.88,5.05,4.95,5.139999999999999,1.84,0,0,1
1198,720,2004-06-26,19500.0,4.95,4.95,4.999999999999998,1.84,0,0,1
1199,803,2004-06-03,19521.88,4.95,4.95,1.790000000000001,1.84,1,0,1
1200,746,2004-05-23,19706.05,4.95,4.95,2.049999999999999,1.84,0,1,1
1201,747,2003-06-05,6385.0,4.59,4.94,1.209999999999999,1.84,0,0,1
1202,740,2004-08-29,6079.65,4.99,4.93,1.5300000000000011,1.84,0,0,1
1203,733,2004-10-26,8809.33,4.99,4.93,1.5300000000000011,1.84,1,0,1
1204,782,2003-09-11,9000.0,4.99,4.93,1.5300000000000011,1.84,0,0,0
1205,741,2003-08-23,9300.0,4.99,4.93,1.5300000000000011,1.84,0,1,0
1206,757,2004-05-18,10000.0,4.95,4.93,1.490000000000002,1.84,0,1,0
1207,781,2004-06-16,10064.63,4.95,4.93,1.490000000000002,1.84,0,1,1
1208,821,2004-11-01,11050.0,4.99,4.93,1.5300000000000011,1.84,0,0,1
1209,772,2003-08-27,13300.0,4.99,4.93,1.5300000000000011,1.84,0,0,1
1210,757,2004-08-10,15294.06,5.05,4.93,1.5899999999999999,1.84,0,0,1
1211,806,2003-08-19,8588.0,4.99,4.92,1.5399999999999991,1.84,0,0,0
1212,733,2003-07-31,6300.0,4.49,4.89,4.700000000000001,1.84,0,1,1
1213,746,2003-08-03,6300.0,4.49,4.89,4.210000000000001,1.84,0,1,0
1214,744,2003-08-05,6300.0,4.75,4.89,2.3499999999999996,1.84,0,0,0
1215,743,2003-08-04,6625.0,4.49,4.89,2.160000000000002,1.84,0,0,0
1216,758,2003-08-04,6750.0,4.49,4.89,4.610000000000001,1.84,0,1,1
1217,781,2003-08-05,6800.0,4.75,4.89,3.67,1.84,0,0,1
1218,805,2003-08-04,6852.0,4.49,4.89,2.710000000000001,1.84,0,1,1
1219,805,2003-08-06,7400.0,4.75,4.89,3.9700000000000006,1.84,0,0,1
1220,783,2003-08-06,7800.0,4.75,4.89,3.2200000000000006,1.84,0,1,0
1221,758,2003-08-04,8186.0,4.49,4.89,2.3000000000000007,1.84,0,1,0
1222,735,2003-08-04,8300.0,4.49,4.89,6.710000000000003,1.84,0,1,0
1223,801,2003-08-05,8300.0,4.75,4.89,2.2200000000000006,1.84,0,0,0
1224,760,2003-08-06,8300.0,4.75,4.89,2.7200000000000006,1.84,0,0,0
1225,765,2003-08-06,8316.0,4.75,4.89,4.970000000000001,1.84,0,1,1
1226,766,2003-08-06,8317.0,4.75,4.89,4.220000000000001,1.84,0,1,0
1227,738,2004-11-13,8799.16,5.05,4.89,9.26,1.84,0,1,1
1228,754,2003-06-19,8800.0,4.39,4.89,2.4700000000000006,1.84,0,1,1
1229,796,2003-08-05,8950.0,4.75,4.89,7.26,1.84,0,0,0
1230,737,2003-08-05,9100.0,4.75,4.89,3.3200000000000003,1.84,0,0,1
1231,771,2003-08-05,9300.0,4.75,4.89,3.91,1.84,0,1,0
1232,719,2004-10-05,9730.33,4.99,4.89,2.710000000000001,1.84,0,1,1
1233,678,2004-05-23,9809.53,4.95,4.89,4.070000000000002,1.84,0,1,1
1234,731,2003-08-04,9900.0,4.49,4.89,5.41,1.84,0,1,0
1235,755,2003-08-05,9900.0,4.75,4.89,2.3499999999999996,1.84,0,1,0
1236,782,2004-06-06,9933.98,4.95,4.89,16.119999999999997,1.84,0,1,1
1237,745,2004-09-06,10498.12,4.99,4.89,3.210000000000001,1.84,0,1,1
1238,799,2003-08-04,10575.0,4.49,4.89,2.700000000000001,1.84,0,1,0
1239,797,2003-08-04,10800.0,4.49,4.89,1.700000000000001,1.84,0,1,0
1240,782,2003-08-04,11300.0,4.49,4.89,1.7100000000000009,1.84,0,0,0
1241,756,2003-08-05,11300.0,4.75,4.89,3.17,1.84,0,0,0
1242,790,2003-08-04,11391.0,4.49,4.89,1.2100000000000009,1.84,0,1,0
1243,730,2003-08-06,11400.0,4.75,4.89,2.4700000000000006,1.84,0,0,1
1244,766,2003-08-05,11640.0,4.75,4.89,5.470000000000001,1.84,0,1,1
1245,777,2003-08-04,11800.0,4.49,4.89,3.460000000000001,1.84,0,1,0
1246,753,2004-05-27,11800.0,4.95,4.89,3.120000000000001,1.84,0,1,1
1247,769,2003-08-03,12300.0,4.49,4.89,12.710000000000003,1.84,0,1,0
1248,746,2003-08-06,12300.0,4.75,4.89,6.17,1.84,0,1,1
1249,752,2003-08-05,12408.0,4.75,4.89,2.870000000000001,1.84,0,1,0
1250,757,2003-08-06,12583.0,4.75,4.89,1.7599999999999998,1.84,0,0,0
1251,783,2003-08-06,12683.0,4.75,4.89,4.970000000000001,1.84,0,1,1
1252,761,2003-08-06,13014.0,4.75,4.89,2.660000000000002,1.84,0,0,1
1253,750,2003-08-06,13375.0,4.75,4.89,2.4700000000000006,1.84,0,1,0
1254,711,2004-04-22,13450.0,4.55,4.89,2.2700000000000014,1.84,0,1,1
1255,737,2004-10-28,13560.75,4.99,4.89,5.710000000000001,1.84,0,1,1
1256,736,2004-09-29,13570.44,4.99,4.89,2.200000000000001,1.84,0,1,1
1257,751,2004-05-04,13909.0,4.65,4.89,5.82,1.84,0,1,1
1258,724,2004-10-12,14283.0,4.99,4.89,2.210000000000001,1.84,0,1,0
1259,750,2003-08-04,14414.0,4.49,4.89,1.410000000000002,1.84,0,0,0
1260,738,2003-08-06,14500.0,4.75,4.89,1.7200000000000006,1.84,0,0,1
1261,771,2003-08-05,14564.0,4.75,4.89,4.970000000000001,1.84,0,1,1
1262,806,2003-08-03,14569.0,4.49,4.89,1.2100000000000009,1.84,0,0,0
1263,717,2004-04-28,14569.23,4.65,4.89,7.119999999999999,1.84,0,1,1
1264,777,2003-08-06,14675.0,4.75,4.89,1.5000000000000018,1.84,0,0,1
1265,726,2004-09-25,14800.0,4.99,4.89,4.16,1.84,0,1,0
1266,765,2003-08-04,14972.0,4.49,4.89,3.710000000000001,1.84,0,0,0
1267,788,2003-08-05,15247.0,4.75,4.89,2.9700000000000006,1.84,0,1,1
1268,731,2003-08-03,15300.0,4.49,4.89,2.91,1.84,0,0,0
1269,745,2003-08-06,15300.0,4.75,4.89,3.9700000000000006,1.84,0,0,0
1270,734,2004-10-26,15336.0,4.99,4.89,4.300000000000001,1.84,0,1,0
1271,781,2003-08-06,15720.0,4.75,4.89,1.7200000000000006,1.84,0,1,1
1272,734,2003-08-06,15800.0,4.75,4.89,2.5299999999999994,1.84,0,0,1
1273,741,2003-08-05,15905.0,4.75,4.89,6.220000000000001,1.84,0,0,1
1274,714,2004-06-04,16000.0,4.95,4.89,3.17,1.84,0,1,0
1275,765,2003-08-04,16300.0,4.49,4.89,4.210000000000001,1.84,0,0,0
1276,791,2004-04-26,16400.0,4.65,4.89,5.32,1.84,0,1,1
1277,733,2003-06-14,16700.0,4.39,4.89,2.5999999999999996,1.84,0,1,1
1278,779,2003-08-05,16800.0,4.75,4.89,6.970000000000001,1.84,0,1,0
1279,734,2003-08-04,16870.0,4.49,4.89,1.6500000000000004,1.84,0,0,0
1280,735,2003-08-04,17779.0,4.49,4.89,1.7100000000000009,1.84,0,1,0
1281,778,2004-05-31,17859.34,4.95,4.89,5.160000000000002,1.84,0,1,1
1282,772,2003-08-05,18190.0,4.75,4.89,1.9700000000000006,1.84,0,0,0
1283,757,2003-08-06,18363.0,4.75,4.89,1.67,1.84,0,0,1
1284,724,2004-06-15,18530.33,4.95,4.89,7.160000000000002,1.84,0,1,1
1285,806,2003-08-03,19300.0,4.49,4.89,2.210000000000001,1.84,0,0,0
1286,758,2003-08-05,19517.0,4.75,4.89,1.4600000000000009,1.84,0,0,0
1287,702,2004-07-20,19571.0,4.95,4.89,7.160000000000002,1.84,0,0,0
1288,744,2003-08-05,19682.0,4.75,4.89,2.26,1.84,0,0,0
1289,730,2004-11-15,19951.0,5.05,4.89,2.0200000000000014,1.84,0,1,0
1290,788,2004-06-03,8659.0,4.95,4.88,1.540000000000001,1.84,0,0,1
1291,769,2004-05-18,9700.0,4.95,4.88,1.540000000000001,1.84,0,0,1
1292,754,2004-08-02,13317.46,5.05,4.88,1.6399999999999988,1.84,0,0,1
1293,790,2003-09-03,14726.0,4.99,4.88,1.58,1.84,0,1,0
1294,803,2003-08-03,18300.0,4.49,4.87,1.0899999999999999,1.84,0,0,0
1295,730,2004-07-14,7354.64,4.95,4.85,4.75,1.84,0,1,1
1296,743,2004-07-14,8993.0,4.95,4.85,3.9400000000000013,1.84,0,1,0
1297,732,2004-07-20,9146.75,4.95,4.85,8.150000000000002,1.84,0,1,1
1298,724,2004-07-22,11400.0,4.95,4.85,2.150000000000002,1.84,0,1,0
1299,746,2004-07-23,12000.0,4.95,4.85,2.150000000000002,1.84,0,1,0
1300,746,2004-07-23,12000.0,4.95,4.85,1.6500000000000021,1.84,0,1,0
1301,754,2004-07-13,13748.47,4.95,4.85,4.0,1.84,0,1,1
1302,740,2004-07-14,16109.79,4.95,4.85,2.0,1.84,0,1,1
1303,754,2004-07-09,17702.23,4.95,4.85,6.25,1.84,0,1,1
1304,717,2004-07-11,19372.11,4.95,4.85,4.25,1.84,0,1,1
1305,782,2004-08-04,10647.68,5.05,4.83,1.6899999999999995,1.84,0,1,1
1306,803,2004-09-16,18630.0,4.99,4.83,1.629999999999999,1.84,1,0,0
1307,833,2004-11-02,7603.0,4.99,4.82,1.6400000000000006,1.84,0,1,0
1308,760,2004-06-09,9445.31,4.95,4.82,1.5999999999999996,1.84,0,1,1
1309,749,2004-08-13,11360.67,5.05,4.82,1.6999999999999993,1.84,0,1,1
1310,756,2004-08-10,12820.0,5.05,4.82,1.6999999999999993,1.84,1,0,0
1311,746,2003-09-03,13500.0,4.99,4.82,1.6400000000000006,1.84,0,0,1
1312,794,2003-08-18,14802.0,4.99,4.82,1.6400000000000006,1.84,0,1,1
1313,767,2004-08-25,16000.0,5.05,4.82,1.6999999999999993,1.84,0,1,1
1314,805,2003-08-20,18627.0,4.99,4.82,1.6400000000000006,1.84,1,0,0
1315,745,2004-08-19,8562.0,5.05,4.8,8.950000000000001,1.84,0,1,1
1316,759,2004-08-12,11201.0,5.05,4.8,0.040000000000000924,1.84,0,1,0
1317,737,2004-08-12,15041.64,5.05,4.8,2.200000000000001,1.84,0,1,1
1318,730,2004-08-24,15577.23,5.05,4.8,2.450000000000001,1.84,0,1,1
1319,745,2003-09-26,6001.0,4.69,4.79,4.01,1.84,0,0,0
1320,805,2003-09-18,6300.0,4.79,4.79,5.209999999999999,1.84,0,1,0
1321,771,2003-09-20,6300.0,4.79,4.79,4.110000000000001,1.84,0,1,1
1322,760,2003-09-22,6300.0,4.79,4.79,4.950000000000001,1.84,0,1,0
1323,744,2003-09-25,6300.0,4.79,4.79,12.109999999999998,1.84,0,1,0
