Tier,FICO,Approve_Date,Term,Amount,Previous Rate,Car Type,Competition Rate,Rate,Partner,Outcome
1,809,9/19/03,36,7700,9,R,4.79,4.79,3,0
1,755,9/17/03,36,7800,6.75,R,4.79,4.79,1,1
1,734,9/17/03,36,8100,8,R,4.79,4.79,1,0
1,759,9/16/03,36,8150,10,R,4.79,4.79,3,1
1,777,9/16/03,36,8300,8,R,4.79,4.79,3,1
1,739,9/19/03,36,8300,10,R,4.79,4.79,3,0
1,779,9/25/03,36,8300,7.19,R,4.79,4.79,1,1
1,818,9/19/03,36,8400,7,R,4.79,4.79,3,0
1,796,9/17/03,36,8581,15,R,4.79,4.79,1,1
1,772,9/18/03,36,8655,10,R,4.79,4.79,3,0
1,777,9/23/03,36,8700,8.74,R,4.79,4.79,1,1
1,757,9/18/03,36,8707,6.5,R,4.79,4.79,3,1
1,760,9/24/03,36,8800,7.9,R,4.79,4.79,1,1
1,796,9/19/03,36,8818,7.3,R,4.79,4.79,1,1
1,752,9/16/03,36,9271,10,R,4.79,4.79,3,1
1,731,9/17/03,36,9300,10.25,R,4.79,4.79,1,0
1,789,9/18/03,36,9300,7.25,R,4.79,4.79,3,1
1,739,9/24/03,36,9300,10.25,R,4.79,4.79,1,1
1,761,9/16/03,36,9324,7,R,4.79,4.79,1,0
1,730,9/20/03,36,9359,13.99,R,4.79,4.79,3,0
1,739,9/26/03,36,9600,8.5,R,4.69,4.79,1,0
1,803,9/23/03,36,9644,7.49,R,4.79,4.79,1,1
1,758,9/16/03,36,9700,9.9,R,4.79,4.79,1,1
1,762,9/17/03,36,9700,11,R,4.79,4.79,3,0
1,809,9/16/03,36,9800,8.9,R,4.79,4.79,3,1
1,800,9/23/03,36,9808,6.9,R,4.79,4.79,3,1
1,746,9/17/03,36,9830,7.99,R,4.79,4.79,1,1
1,762,9/23/03,36,9920,7.19,R,4.79,4.79,1,1
1,777,9/23/03,36,10001,10,R,4.79,4.79,3,0
1,796,8/21/03,36,10025,10,R,4.99,4.79,3,1
1,733,9/18/03,36,10040,7.01,R,4.79,4.79,1,1
1,762,9/16/03,36,10100,7.19,R,4.79,4.79,1,0
1,787,9/22/03,36,10117,7.69,R,4.79,4.79,3,1
1,766,9/19/03,36,10120,8.99,R,4.79,4.79,1,1
1,779,9/19/03,36,10300,8,R,4.79,4.79,1,0
1,772,9/24/03,36,10300,7.5,R,4.79,4.79,3,0
1,784,9/24/03,36,10300,8.55,R,4.79,4.79,1,1
1,760,9/24/03,36,10397,6.48,R,4.79,4.79,1,0
1,800,9/16/03,36,10800,8,R,4.79,4.79,1,1
1,732,9/25/03,36,10800,6.85,R,4.79,4.79,1,0
1,790,9/23/03,36,10832,11.9,R,4.79,4.79,3,0
1,733,9/19/03,36,10881,7.25,R,4.79,4.79,1,1
1,754,9/18/03,36,11042,8.9,R,4.79,4.79,3,0
1,799,9/25/03,36,11092,8.25,R,4.79,4.79,1,1
1,746,9/17/03,36,11100,9,R,4.79,4.79,1,1
1,768,9/23/03,36,11190,7.5,R,4.79,4.79,1,0
1,737,9/22/03,36,11297,6.79,R,4.79,4.79,1,0
1,781,9/13/03,36,11300,6.5,R,4.79,4.79,1,0
1,767,9/18/03,36,11300,9.5,R,4.79,4.79,3,0
1,818,9/19/03,36,11300,7.59,R,4.79,4.79,1,0
1,749,9/20/03,36,11300,3.99,R,4.79,4.79,3,0
1,789,9/21/03,36,11300,8.9,R,4.79,4.79,1,1
1,733,9/18/03,36,11350,12,R,4.79,4.79,3,0
1,766,9/18/03,36,11369,8,R,4.79,4.79,3,1
1,734,9/19/03,36,11383,8.49,R,4.79,4.79,3,1
1,798,9/9/03,36,11600,10,R,4.99,4.79,3,0
1,765,9/25/03,36,11600,9.25,R,4.79,4.79,1,0
1,768,9/18/03,36,11604,9,R,4.79,4.79,3,1
1,796,9/20/03,36,11660,9,R,4.79,4.79,1,1
1,764,9/19/03,36,11721,8.25,R,4.79,4.79,1,0
1,732,9/17/03,36,11768,7.9,R,4.79,4.79,1,1
1,731,9/21/03,36,11800,11,R,4.79,4.79,1,0
1,753,9/19/03,36,11900,8.9,R,4.79,4.79,1,1
1,775,9/18/03,36,11981,7.39,R,4.79,4.79,1,0
1,792,9/23/03,36,12224,9.9,R,4.79,4.79,1,1
1,764,9/16/03,36,12300,7.99,R,4.79,4.79,3,1
1,812,9/17/03,36,12300,10.5,R,4.79,4.79,1,0
1,752,9/17/03,36,12300,9.75,R,4.79,4.79,1,0
1,739,9/19/03,36,12300,12.95,R,4.79,4.79,3,1
1,777,9/20/03,36,12300,7.8,R,4.79,4.79,2,0
1,779,9/22/03,36,12300,7.99,R,4.79,4.79,1,1
1,743,9/23/03,36,12425,8.5,R,4.79,4.79,3,1
1,777,9/24/03,36,12551,7.79,R,4.79,4.79,1,0
1,766,9/17/03,36,12600,6.75,R,4.79,4.79,1,1
1,744,9/18/03,36,12720,9.9,R,4.79,4.79,3,1
1,776,9/22/03,36,12797,6.74,R,4.79,4.79,3,0
1,766,9/17/03,36,12800,13,R,4.79,4.79,1,1
1,783,9/24/03,36,12800,7.25,R,4.79,4.79,1,0
1,767,9/24/03,36,12835,9,R,4.79,4.79,1,0
1,739,9/26/03,36,12863,11,R,4.69,4.79,3,0
1,790,9/19/03,36,12900,6.49,R,4.79,4.79,1,0
1,730,9/23/03,36,12900,8,R,4.79,4.79,2,0
1,730,9/23/03,36,12900,8,R,4.79,4.79,3,0
1,756,9/18/03,36,12909,8.25,R,4.79,4.79,1,1
1,777,9/20/03,36,12993,7.94,R,4.79,4.79,3,1
1,749,9/21/03,36,13000,10,R,4.79,4.79,1,0
1,802,9/25/03,36,13000,7.25,R,4.79,4.79,3,0
1,741,9/17/03,36,13012,10,R,4.79,4.79,2,0
1,779,9/23/03,36,13100,9.75,R,4.79,4.79,1,0
1,741,9/21/03,36,13184,8,R,4.79,4.79,1,1
1,815,9/22/03,36,13184,6.95,R,4.79,4.79,1,0
1,771,9/17/03,36,13300,13,R,4.79,4.79,2,0
1,753,9/24/03,36,13300,6.9,R,4.79,4.79,1,1
1,762,9/24/03,36,13300,8.9,R,4.79,4.79,1,0
1,790,9/24/03,36,13300,10.9,R,4.79,4.79,3,0
1,778,9/21/03,36,13333,9.75,R,4.79,4.79,1,1
1,735,9/19/03,36,13350,6.75,R,4.79,4.79,1,1
1,778,9/19/03,36,13389,6.4,R,4.79,4.79,3,0
1,790,9/23/03,36,13429,6.89,R,4.79,4.79,2,0
1,743,9/16/03,36,13479,7.37,R,4.79,4.79,2,0
1,800,9/18/03,36,13550,8.9,R,4.79,4.79,2,0
1,735,9/18/03,36,13600,6.9,R,4.79,4.79,1,1
1,762,9/16/03,36,13800,8.5,R,4.79,4.79,3,0
1,777,9/16/03,36,13977,7,R,4.79,4.79,2,0
1,748,9/18/03,36,14050,7,R,4.79,4.79,1,0
1,764,9/16/03,36,14300,8.5,R,4.79,4.79,3,0
1,745,9/17/03,36,14300,12,R,4.79,4.79,1,1
1,762,9/18/03,36,14300,8,R,4.79,4.79,1,1
1,814,9/20/03,36,14300,8.49,R,4.79,4.79,3,1
1,777,9/22/03,36,14300,8,R,4.79,4.79,2,1
1,737,9/22/03,36,14300,7,R,4.79,4.79,1,1
1,765,9/20/03,36,14467,7.9,R,4.79,4.79,2,0
1,758,9/18/03,36,14500,10.75,R,4.79,4.79,2,1
1,758,9/22/03,36,14800,9.9,R,4.79,4.79,2,0
1,802,9/23/03,36,14975,8.49,R,4.79,4.79,2,0
1,750,9/24/03,36,15100,6.99,R,4.79,4.79,1,1
1,783,9/24/03,36,15180,6.99,R,4.79,4.79,1,0
1,776,9/16/03,36,15300,10,R,4.79,4.79,3,1
1,767,9/18/03,36,15300,7.13,R,4.79,4.79,3,0
1,752,9/22/03,36,15300,6.5,R,4.79,4.79,2,1
1,757,9/24/03,36,15300,9,R,4.79,4.79,1,1
1,817,9/23/03,36,15420,9.9,R,4.79,4.79,1,0
1,752,9/17/03,36,15720,7.69,R,4.79,4.79,1,1
1,736,9/24/03,36,15806,6.29,R,4.79,4.79,1,1
1,751,9/25/03,36,16000,8,R,4.79,4.79,1,0
1,748,9/23/03,36,16237,7.9,R,4.79,4.79,1,1
1,759,9/17/03,36,16300,6.9,R,4.79,4.79,2,0
1,771,9/18/03,36,16300,7,R,4.79,4.79,1,0
1,748,9/24/03,36,16300,11.5,R,4.79,4.79,1,0
1,790,9/26/03,36,16300,9.99,R,4.69,4.79,1,1
1,769,9/22/03,36,16478,8.5,R,4.79,4.79,1,1
1,757,9/25/03,36,16800,13,R,4.79,4.79,1,0
1,796,9/20/03,36,17039,6.59,R,4.79,4.79,2,0
1,799,9/24/03,36,17040,7.15,R,4.79,4.79,2,0
1,790,9/24/03,36,17142,7.9,R,4.79,4.79,3,0
1,754,9/19/03,36,17239,16,R,4.79,4.79,3,0
1,773,9/18/03,36,17300,6.75,R,4.79,4.79,3,0
1,778,9/18/03,36,17300,6.99,R,4.79,4.79,1,0
1,760,9/24/03,36,17300,7.8,R,4.79,4.79,1,1
1,735,9/16/03,36,17310,9.25,R,4.79,4.79,2,0
1,745,9/18/03,36,17800,7.25,R,4.79,4.79,3,0
1,754,9/16/03,36,18300,8.1,R,4.79,4.79,2,0
1,760,9/26/03,36,18300,8,R,4.69,4.79,2,0
1,809,9/17/03,36,18614,8.5,R,4.79,4.79,2,1
1,755,9/15/03,36,18720,6.4,R,4.79,4.79,2,0
1,743,9/24/03,36,19164,8.49,R,4.79,4.79,1,0
1,804,9/2/03,36,19297,10,R,4.99,4.79,3,0
1,769,9/24/03,36,19300,6.75,R,4.79,4.79,1,0
1,748,9/21/03,36,19479,7.1,R,4.79,4.79,2,0
1,791,9/16/03,36,19684,7.59,R,4.79,4.79,1,0
1,747,9/17/03,36,19800,7,R,4.79,4.79,3,1
1,736,9/15/04,36,6177.75,6.25,R,4.99,4.78,1,1
1,765,6/23/04,36,7000,6.25,R,4.95,4.78,1,0
1,773,8/22/03,36,7900,6.25,R,4.99,4.78,1,0
1,806,8/24/04,36,8023,6.25,R,5.05,4.78,3,0
1,781,9/6/04,36,8600,6.25,R,4.99,4.78,3,0
1,738,9/16/03,36,9300,6.25,R,4.79,4.78,1,0
1,732,7/19/04,36,9887,6.25,R,4.95,4.78,3,0
1,737,9/23/03,36,10381,6.25,R,4.79,4.78,1,1
1,753,7/5/04,36,10468,6.25,R,4.95,4.78,3,1
1,815,8/27/04,36,12000,6.25,R,5.05,4.78,1,1
1,795,10/12/04,36,12104,6.25,R,4.99,4.78,2,0
1,740,8/5/03,36,13300,6.25,R,4.75,4.78,1,0
1,768,9/19/03,36,13300,6.25,R,4.79,4.78,3,0
1,769,6/28/04,36,13528.78,6.25,R,4.95,4.78,1,1
1,739,10/28/04,36,13700,6.25,R,4.99,4.78,2,0
1,773,6/16/04,36,13734,6.25,R,4.95,4.78,1,0
1,752,9/3/03,36,14000,6.25,R,4.99,4.78,2,0
1,744,8/24/03,36,14648,6.25,R,4.99,4.78,2,0
1,777,9/17/03,36,14800,6.25,R,4.79,4.78,2,0
1,776,8/22/03,36,15000,6.25,R,4.99,4.78,3,1
1,777,8/29/03,36,16600,6.25,R,4.99,4.78,3,1
1,787,9/17/03,36,16900,6.25,R,4.79,4.78,3,0
1,753,7/6/04,36,17279,6.25,R,4.95,4.78,3,0
1,758,9/24/03,36,17300,6.25,R,4.79,4.78,3,0
1,742,7/19/04,36,17346,6.25,R,4.95,4.78,3,0
1,766,6/9/04,36,17868,6.25,R,4.95,4.78,2,0
1,738,6/1/04,36,18000,6.25,R,4.95,4.78,2,1
1,763,11/9/04,36,18053,6.25,R,4.99,4.78,2,0
1,779,5/24/04,36,18569.42,6.25,R,4.95,4.78,2,1
1,787,8/6/03,36,19900,6.25,R,4.75,4.78,3,0
1,745,10/31/04,36,7013.79,6.24,R,4.99,4.77,2,1
1,734,10/13/04,36,12430,6.24,R,4.99,4.77,3,0
1,774,11/14/04,36,13191,6.24,R,5.05,4.77,3,0
1,764,12/12/03,36,5000,7.9,R,4.75,4.75,1,0
1,795,12/22/03,36,5000,7.25,R,4.75,4.75,1,1
1,736,12/22/03,36,5000,14.25,R,4.75,4.75,1,0
1,754,12/28/03,36,5000,11.5,R,4.75,4.75,1,0
1,731,1/7/04,36,5000,10,R,4.75,4.75,1,0
1,751,1/12/04,36,5000,11.5,R,4.75,4.75,1,0
1,714,1/15/04,36,5000,11,R,4.75,4.75,1,0
1,744,1/19/04,36,5000,8,R,4.75,4.75,3,0
1,743,1/20/04,36,5000,7.5,R,4.75,4.75,1,1
1,764,1/21/04,36,5000,5,R,4.75,4.75,1,0
1,804,1/26/04,36,5000,10,R,4.75,4.75,3,1
1,736,1/27/04,36,5000,7.99,R,4.75,4.75,1,0
1,773,2/17/04,36,5000,10.25,R,4.75,4.75,3,0
1,794,2/22/04,36,5000,7.5,R,4.75,4.75,3,0
1,749,2/27/04,36,5000,9.7,R,4.65,4.75,1,0
1,737,8/30/04,36,5000,5.9,R,4.99,4.75,2,1
1,800,2/25/04,36,5001,21,R,4.75,4.75,3,0
1,701,10/7/04,36,5016.83,6.2,R,4.99,4.75,1,1
1,742,1/30/04,36,5020,5.25,R,4.75,4.75,1,1
1,803,2/8/04,36,5175,5.99,R,4.75,4.75,3,0
1,758,1/9/04,36,5200,6.9,R,4.75,4.75,3,1
1,803,1/12/04,36,5200,7.44,R,4.75,4.75,3,0
1,718,1/5/04,36,5234,10.7,R,4.75,4.75,1,0
1,773,8/27/04,36,5241.43,6.1,R,5.05,4.75,1,1
1,734,1/21/04,36,5299,10,R,4.75,4.75,3,1
1,754,12/9/03,36,5300,7.24,R,4.75,4.75,1,1
1,739,1/22/04,36,5300,15,R,4.75,4.75,3,1
1,773,2/27/04,36,5300,10,R,4.65,4.75,3,0
1,790,1/14/04,36,5310,6.2,R,4.75,4.75,3,1
1,786,12/15/03,36,5345,9.75,R,4.75,4.75,1,1
1,789,12/20/03,36,5350,11,R,4.75,4.75,3,0
1,764,2/24/04,36,5365,9.99,R,4.75,4.75,1,1
1,740,12/9/03,36,5400,10.9,R,4.75,4.75,1,1
1,744,2/4/04,36,5450,9.5,R,4.75,4.75,1,0
1,742,1/30/04,36,5468,8.95,R,4.75,4.75,1,0
1,782,2/10/04,36,5500,10,R,4.75,4.75,3,0
1,800,2/25/04,36,5500,7.25,R,4.75,4.75,1,1
1,754,10/8/04,36,5571.47,5.29,R,4.99,4.75,2,1
1,774,3/4/04,36,5575,8.5,R,4.65,4.75,1,0
1,751,1/25/04,36,5592,6.49,R,4.75,4.75,1,1
1,747,2/7/04,36,5617,5.99,R,4.75,4.75,3,1
1,736,1/8/04,36,5700,10.85,R,4.75,4.75,3,0
1,731,2/23/04,36,5700,6.75,R,4.75,4.75,1,0
1,749,1/14/04,36,5750,10,R,4.75,4.75,3,0
1,708,8/21/04,36,5757,6.15,R,5.05,4.75,1,1
1,741,1/28/04,36,5783,9.99,R,4.75,4.75,3,1
1,784,11/5/04,36,5787,4.9,R,4.99,4.75,3,1
1,779,1/20/04,36,5790,7.29,R,4.75,4.75,1,1
1,775,12/10/03,36,5841,10,R,4.75,4.75,3,1
1,741,1/7/04,36,5850,16.25,R,4.75,4.75,1,1
1,807,1/12/04,36,5900,8.25,R,4.75,4.75,1,1
1,753,1/18/04,36,5900,7.25,R,4.75,4.75,3,0
1,750,1/27/04,36,5904,6.9,R,4.75,4.75,3,0
1,739,3/3/04,36,5970,12.49,R,4.65,4.75,1,1
1,760,3/2/04,36,5980,9.9,R,4.65,4.75,1,1
1,768,1/27/04,36,5981,6.2,R,4.75,4.75,1,1
1,795,1/20/04,36,5986,9.3,R,4.75,4.75,1,1
1,759,12/12/03,36,6000,10,R,4.75,4.75,3,0
1,768,1/6/04,36,6000,7.99,R,4.75,4.75,1,0
1,742,1/14/04,36,6000,11,R,4.75,4.75,3,1
1,781,1/16/04,36,6000,7.1,R,4.75,4.75,3,0
1,755,1/18/04,36,6000,7,R,4.75,4.75,1,1
1,772,1/19/04,36,6000,8.15,R,4.75,4.75,3,1
1,777,1/28/04,36,6000,5,R,4.75,4.75,1,0
1,738,1/28/04,36,6000,10,R,4.75,4.75,3,1
1,796,2/2/04,36,6000,6.59,R,4.75,4.75,3,1
1,804,2/16/04,36,6000,7.9,R,4.75,4.75,1,1
1,770,2/18/04,36,6000,6.75,R,4.75,4.75,3,0
1,766,3/1/04,36,6000,10,R,4.65,4.75,3,0
1,769,9/23/04,36,6000,4.95,R,4.99,4.75,1,0
1,779,5/11/04,36,6023.06,7.99,R,4.75,4.75,3,1
1,730,5/17/04,36,6031.98,7.49,R,4.95,4.75,1,1
1,784,1/3/04,36,6035.97,7.99,R,4.75,4.75,1,0
1,735,1/22/04,36,6066,13.99,R,4.75,4.75,1,1
1,742,1/9/04,36,6100,9,R,4.75,4.75,1,1
1,745,3/3/04,36,6100,7.5,R,4.65,4.75,3,1
1,732,2/20/04,36,6166,5.9,R,4.75,4.75,1,1
1,763,12/25/03,36,6193,7.75,R,4.75,4.75,1,0
1,748,1/27/04,36,6200,6.35,R,4.75,4.75,3,1
1,764,2/10/04,36,6200,10.65,R,4.75,4.75,1,1
1,759,12/17/03,36,6211,6.29,R,4.75,4.75,1,0
1,754,2/21/04,36,6253,7.54,R,4.75,4.75,1,0
1,742,8/12/03,36,6300,9.94,R,4.75,4.75,3,0
1,782,8/12/03,36,6300,8.2,R,4.75,4.75,3,0
1,735,1/30/04,36,6300,9.9,R,4.75,4.75,1,1
1,739,1/24/04,36,6322,6.7,R,4.75,4.75,1,0
1,738,2/8/04,36,6390,8.25,R,4.75,4.75,1,0
1,791,6/30/03,36,6400,8.25,R,4.39,4.75,1,1
1,814,1/2/04,36,6400,9.75,R,4.75,4.75,1,0
1,779,1/6/04,36,6400,9,R,4.75,4.75,1,1
1,766,1/19/04,36,6400,10,R,4.75,4.75,3,1
1,752,1/12/04,36,6419,10.99,R,4.75,4.75,3,1
1,800,1/27/04,36,6444,6.75,R,4.75,4.75,1,1
1,737,2/7/04,36,6444,8,R,4.75,4.75,1,0
1,801,1/8/04,36,6452,10,R,4.75,4.75,1,1
1,730,8/5/03,36,6475,7,R,4.75,4.75,1,0
1,743,1/11/04,36,6478,9.5,R,4.75,4.75,3,1
1,796,2/9/04,36,6479,6.9,R,4.75,4.75,1,1
1,751,5/13/04,36,6481.62,7.75,R,4.75,4.75,1,1
1,779,12/11/03,36,6500,8.74,R,4.75,4.75,1,0
1,700,12/17/03,36,6500,9.75,R,4.75,4.75,1,0
1,779,12/29/03,36,6500,7.49,R,4.75,4.75,1,1
1,748,1/8/04,36,6500,8.9,R,4.75,4.75,1,1
1,714,1/14/04,36,6500,12.25,R,4.75,4.75,1,1
1,702,1/19/04,36,6500,13.95,R,4.75,4.75,3,0
1,782,1/23/04,36,6500,8,R,4.75,4.75,3,1
1,684,2/14/04,36,6500,11,R,4.75,4.75,1,1
1,748,2/23/04,36,6506,8.4,R,4.75,4.75,1,0
1,789,2/27/04,36,6567,9.4,R,4.65,4.75,3,1
1,734,3/2/04,36,6588,10.35,R,4.65,4.75,3,1
1,730,12/10/03,36,6600,8.75,R,4.75,4.75,1,1
1,767,12/15/03,36,6600,9.99,R,4.75,4.75,3,1
1,734,1/14/04,36,6600,7.5,R,4.75,4.75,1,1
1,771,2/5/04,36,6600,8.75,R,4.75,4.75,3,1
1,781,3/1/04,36,6600,4.75,R,4.65,4.75,3,0
1,771,2/6/04,36,6606,9.99,R,4.75,4.75,1,1
1,736,1/29/04,36,6637,7,R,4.75,4.75,3,1
1,787,3/2/04,36,6639,8.5,R,4.65,4.75,3,1
1,755,8/11/03,36,6658,9.5,R,4.75,4.75,1,0
1,791,5/14/04,36,6676.91,9.8,R,4.75,4.75,1,1
1,771,8/11/03,36,6700,9.9,R,4.75,4.75,1,0
1,765,1/22/04,36,6700,6.49,R,4.75,4.75,3,0
1,745,1/28/04,36,6700,15,R,4.75,4.75,3,0
1,742,8/7/03,36,6720,13.99,R,4.75,4.75,3,0
1,765,1/2/04,36,6720,8.99,R,4.75,4.75,3,1
1,771,1/31/04,36,6750,6.95,R,4.75,4.75,3,0
1,741,1/30/04,36,6761,6.74,R,4.75,4.75,3,0
1,773,2/20/04,36,6764,6.9,R,4.75,4.75,1,0
1,832,2/11/04,36,6790,4.99,R,4.75,4.75,3,1
1,814,1/20/04,36,6797,8,R,4.75,4.75,1,0
1,774,8/14/03,36,6800,11.49,R,4.99,4.75,1,1
1,803,12/5/03,36,6800,10,R,4.25,4.75,3,1
1,787,1/23/04,36,6800,6.25,R,4.75,4.75,1,0
1,732,1/28/04,36,6800,6.19,R,4.75,4.75,1,1
1,796,9/14/04,36,6800,5.75,R,4.99,4.75,3,1
1,760,12/17/03,36,6824,6.75,R,4.75,4.75,1,0
1,730,1/9/04,36,6836,6.99,R,4.75,4.75,3,0
1,788,3/2/04,36,6840,8.5,R,4.65,4.75,3,0
1,786,2/18/04,36,6845,9.15,R,4.75,4.75,1,1
1,758,2/15/04,36,6849,10.49,R,4.75,4.75,3,1
1,754,1/1/04,36,6900,6.5,R,4.75,4.75,3,0
1,741,1/17/04,36,6900,10.45,R,4.75,4.75,1,1
1,797,1/23/04,36,6900,7,R,4.75,4.75,3,0
1,787,1/24/04,36,6900,7,R,4.75,4.75,1,0
1,750,2/26/04,36,6900,7.19,R,4.75,4.75,1,0
1,786,8/7/03,36,6927,8.9,R,4.75,4.75,1,0
1,812,1/15/04,36,6933,9.5,R,4.75,4.75,1,0
1,743,1/18/04,36,6950,9,R,4.75,4.75,1,1
1,753,5/12/04,36,6986.1,6.75,R,4.75,4.75,3,1
1,745,7/19/03,36,6993,13,R,4.39,4.75,3,0
1,730,1/7/04,36,7000,10.99,R,4.75,4.75,1,1
1,776,1/10/04,36,7000,7.8,R,4.75,4.75,3,0
1,771,1/23/04,36,7000,10.9,R,4.75,4.75,1,0
1,756,1/25/04,36,7000,7.25,R,4.75,4.75,1,0
1,767,1/28/04,36,7000,7.5,R,4.75,4.75,3,1
1,798,2/2/04,36,7000,8,R,4.75,4.75,3,0
1,771,2/4/04,36,7000,7.75,R,4.75,4.75,3,1
1,788,2/11/04,36,7000,6.9,R,4.75,4.75,3,0
1,792,2/19/04,36,7000,6.74,R,4.75,4.75,3,1
1,807,2/22/04,36,7000,6,R,4.75,4.75,1,1
1,771,3/2/04,36,7000,6.8,R,4.65,4.75,1,0
1,797,3/4/04,36,7000,7.75,R,4.65,4.75,1,1
1,800,1/26/04,36,7006,7.19,R,4.75,4.75,1,1
1,812,1/19/04,36,7045,8.99,R,4.75,4.75,1,1
1,766,1/30/04,36,7095,12.95,R,4.75,4.75,3,1
1,798,8/11/03,36,7100,7.74,R,4.75,4.75,3,1
1,803,12/30/03,36,7100,10,R,4.75,4.75,1,1
1,811,1/9/04,36,7100,7.99,R,4.75,4.75,1,1
1,766,1/15/04,36,7100,9.7,R,4.75,4.75,3,0
1,746,1/18/04,36,7100,8.9,R,4.75,4.75,1,1
1,762,1/5/04,36,7109,7.5,R,4.75,4.75,1,0
1,705,1/13/04,36,7121,15.95,R,4.75,4.75,1,1
1,757,12/17/03,36,7150,19.5,R,4.75,4.75,1,1
1,817,5/15/04,36,7163,9,R,4.95,4.75,3,1
1,822,2/29/04,36,7174,9.1,R,4.65,4.75,1,1
1,742,1/5/04,36,7180,13.15,R,4.75,4.75,3,1
1,759,12/19/03,36,7200,6.25,R,4.75,4.75,1,1
1,759,1/19/04,36,7200,6.9,R,4.75,4.75,3,1
1,779,1/28/04,36,7200,7.89,R,4.75,4.75,1,0
1,739,12/12/03,36,7211,10,R,4.75,4.75,1,0
1,801,2/27/04,36,7250,10,R,4.65,4.75,3,1
1,747,8/8/03,36,7251,10.5,R,4.75,4.75,3,1
1,749,2/16/04,36,7267,7.99,R,4.75,4.75,1,1
1,787,5/12/04,36,7280.23,9.9,R,4.75,4.75,1,1
1,759,1/6/04,36,7300,7.9,R,4.75,4.75,1,1
1,747,1/22/04,36,7300,7.5,R,4.75,4.75,3,0
1,777,2/2/04,36,7300,4.95,R,4.75,4.75,3,1
1,755,2/3/04,36,7300,5.49,R,4.75,4.75,3,0
1,748,8/11/04,36,7341.52,5.48,R,5.05,4.75,1,1
1,745,12/26/03,36,7350,6.25,R,4.75,4.75,3,1
1,751,1/29/04,36,7375,12.1,R,4.75,4.75,1,1
1,752,3/1/04,36,7385,10,R,4.65,4.75,3,0
1,738,2/17/04,36,7386,10,R,4.75,4.75,3,1
1,753,12/10/03,36,7400,6.99,R,4.75,4.75,3,1
1,731,1/23/04,36,7400,10,R,4.75,4.75,3,0
1,740,1/25/04,36,7400,7.2,R,4.75,4.75,1,0
1,785,1/27/04,36,7400,7.75,R,4.75,4.75,1,1
1,738,2/24/04,36,7400,7.5,R,4.75,4.75,1,0
1,755,1/2/04,36,7440,11.99,R,4.75,4.75,1,1
1,769,8/11/03,36,7445,8.74,R,4.75,4.75,3,1
1,779,2/11/04,36,7450,7.5,R,4.75,4.75,3,1
1,754,2/19/04,36,7450,13.5,R,4.75,4.75,1,1
1,733,2/20/04,36,7474,12,R,4.75,4.75,3,1
1,808,12/18/03,36,7500,7.9,R,4.75,4.75,1,1
1,790,12/23/03,36,7500,6.5,R,4.75,4.75,3,0
1,770,1/14/04,36,7500,5.75,R,4.75,4.75,1,0
1,685,1/17/04,36,7500,7,R,4.75,4.75,3,0
1,723,1/19/04,36,7500,6.75,R,4.75,4.75,3,1
1,762,1/27/04,36,7500,7.5,R,4.75,4.75,1,0
1,731,1/28/04,36,7500,5.99,R,4.75,4.75,1,0
1,735,2/8/04,36,7500,5.59,R,4.75,4.75,1,0
1,780,2/11/04,36,7500,8.35,R,4.75,4.75,3,0
1,784,2/19/04,36,7500,7.25,R,4.75,4.75,3,1
1,774,2/23/04,36,7500,9.6,R,4.75,4.75,1,0
1,822,2/29/04,36,7500,9.1,R,4.65,4.75,3,0
1,749,3/3/04,36,7500,7.29,R,4.65,4.75,1,1
1,763,10/1/04,36,7500,5.4,R,4.99,4.75,2,0
1,749,2/7/04,36,7505,7,R,4.75,4.75,3,1
1,722,10/25/04,36,7512.15,5.49,R,4.99,4.75,2,1
1,755,2/15/04,36,7524,16.75,R,4.75,4.75,1,1
1,804,2/11/04,36,7556,7.39,R,4.75,4.75,1,0
1,763,12/5/03,36,7600,13,R,4.25,4.75,3,1
1,731,1/28/04,36,7600,11,R,4.75,4.75,3,1
1,776,1/29/04,36,7600,6.5,R,4.75,4.75,1,1
1,751,2/25/04,36,7651,6.99,R,4.75,4.75,1,0
1,801,2/19/04,36,7694,7,R,4.75,4.75,1,1
1,759,1/19/04,36,7727,6.9,R,4.75,4.75,3,1
1,754,1/11/04,36,7741,6.9,R,4.75,4.75,1,1
1,731,1/6/04,36,7750,7.85,R,4.75,4.75,1,1
1,741,2/21/04,36,7750,9,R,4.75,4.75,1,0
1,761,9/27/04,36,7759.85,4.9,R,4.99,4.75,1,1
1,746,8/9/03,36,7800,9.75,R,4.75,4.75,3,1
1,755,8/11/03,36,7800,9.04,R,4.75,4.75,3,0
1,765,8/11/03,36,7800,8,R,4.75,4.75,1,1
1,776,12/15/03,36,7800,8.58,R,4.75,4.75,1,1
1,773,1/23/04,36,7800,5.99,R,4.75,4.75,3,0
1,735,2/21/04,36,7800,9.25,R,4.75,4.75,1,0
1,778,11/3/04,36,7800.75,4.9,R,4.99,4.75,2,1
1,743,1/11/04,36,7828,6.24,R,4.75,4.75,3,0
1,730,1/10/04,36,7846,9.9,R,4.75,4.75,3,1
1,741,2/21/04,36,7846,9.5,R,4.75,4.75,1,0
1,730,1/27/04,36,7860,9.9,R,4.75,4.75,1,1
1,734,2/15/04,36,7860,9.9,R,4.75,4.75,1,1
